ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,230.80948246855667,27418.781044480063,7.136498391730543,369.3100077981302,274.66059655361465,9.578584600170416,72.37690878332559,4.197595209206819,0
7.521051678672175,267.05964744893066,26865.37374090525,10.449450309656791,,505.70937170147926,16.237745770905633,57.03778017043311,2.8807853472938367,0
8.550875469289338,231.2487868055436,28918.419953077177,7.822528490547928,369.264222748674,432.28527002719363,16.266296687636896,73.14946432483588,3.7728866074587684,0
10.308477656813704,217.2197464316332,27653.235184410696,8.912266340684624,369.5312063532323,382.9515048389693,6.580401550826252,59.57603991058592,3.285077052469842,0
,252.67046903410034,29368.674184052215,9.906146627223741,433.9522119479901,465.2166206201478,13.221033634237415,84.19860653327541,5.052736766116998,0
7.371085073209565,207.71682442123483,24913.837165890054,9.616330436939966,362.3001800484017,363.16853841901815,11.542661782175117,67.72070437929213,4.4125895367028125,0
11.180694664461903,228.30086036125374,16600.392746647067,6.0940005305237985,,504.0505391333054,15.035046907486446,110.73929934431217,3.8098416540991424,0
6.506487766502467,202.28593794959164,17087.076901837234,6.201982767323312,326.66236831259846,481.77193425228,16.535185927180066,46.20574791071063,3.5487755887477364,0
6.643935774662305,151.8896001137799,10909.194592323076,3.7496251483009644,240.93672213751188,437.9090051656054,15.264742348024072,64.20396370266333,3.8129529259917896,0
5.033773989751668,155.32147750080298,34971.80748262682,7.121477448104934,320.1154970205283,500.6373261700039,18.312498541935838,63.19330598951376,3.2449484773190633,0
6.91260756198984,155.7404952352641,17973.178859011827,4.916302562031351,275.9082278598395,439.6480512193927,18.380711926381935,55.5074684684337,2.6122489531921698,0
7.977635990880497,245.89513040867456,32170.06916009624,9.63563608296433,399.5831549217664,473.6624527645498,11.728338195960703,23.81701990494781,3.552129499701653,0
6.078335836509272,197.50191189847266,35957.79218259479,8.130472208247298,379.5277062923906,360.06047735582746,20.09841289135693,41.86595951021348,4.20158090550856,0
6.242414484103846,191.90872954929208,28149.411791622882,7.130436799595529,319.3067850802741,448.2425267423017,19.370090874546293,60.93948098211983,4.5087050978944845,0
6.063354789891076,160.76731128492577,14775.14559575291,7.484103646670236,305.82855327870027,327.27023868075764,12.309015955365226,69.03845387066936,3.4673369148168574,0
8.129585513966727,177.89896662548156,27834.21769634046,9.00600774687328,334.4385388035782,397.0214275538664,15.936261676600793,81.39075849624524,3.3625371351987914,0
9.562405943789521,202.01364260009225,13041.829140394102,5.820655207859319,327.1188240167457,433.38166673218615,14.139065908911675,63.54899265609275,3.7627198370300334,0
8.167792632308252,200.91375467195093,27141.362902943478,7.262416638654269,344.16113431571995,525.5987875011582,16.142284003388227,66.23143553591859,4.289395484098247,0
8.594677108362674,263.7645926846328,23220.120613390383,6.394463065325563,383.9625917765638,588.8527328527769,13.579996003945723,86.19163513353918,4.754072499317674,1
7.083779060507377,112.82025397576253,8580.245561280903,4.2102840805824915,234.85269925804803,434.7477154375999,23.39951606024522,94.1603073012966,3.887680684530791,1
7.682872498072526,180.7013754732779,12105.721934269564,5.396716118190096,296.2388768643903,469.8356255488435,15.83176343631834,61.80209510271702,3.778606787628922,1
,133.81311481316772,18272.50597305346,5.911870511633376,,415.2117345959389,11.504506121794861,92.97576168033007,3.313199021657446,1
6.419772473512519,208.76024762661592,30759.681440190925,7.767863486950716,,523.6001755961903,20.23252347966354,,3.095233156816077,1
4.443238899143103,178.9562057574612,25008.53224756482,4.948814508726159,298.57667599919296,429.5447730337787,17.729724041901363,56.34768853029351,3.268324835835596,1
6.978664262373817,183.24279619429385,23114.446075687887,6.500825401623311,323.1557768835911,470.0787053155338,16.08284747893407,65.99571677480579,4.766943236072579,1
6.623613565745125,203.030141349452,17167.301297022455,6.049600899198109,311.72628825094733,410.24324745907245,15.9145000730461,65.02122896904768,2.9151659507443948,1
3.664710561719395,201.0973162217649,28102.75662504674,5.682035301583484,330.02353056666266,291.14844892992795,17.47063098396353,75.10180148396566,3.3161576568421625,1
4.814135620889671,205.21404105658868,17650.405049112054,8.12108014749549,350.4879386993514,414.0307089516421,10.999416075761246,47.4026658716864,5.190851804612128,1
5.779673705175217,199.586080284079,24160.354320974042,9.458128323622885,,428.5532485327095,16.022503226193976,64.87270339736011,4.656377232957477,1
6.93781878337901,177.57814191742156,12626.197921957626,7.380882984336822,,439.62499796881883,9.34825215511188,83.16324170039894,3.7240895643464973,1
7.4367826093455385,208.09400400931233,28544.61628698039,6.500052537164006,339.0238981601926,522.7937299996901,17.115276027720824,65.3112772256807,3.7276637192074706,1
4.723312573250525,252.274895005436,22833.192041516584,5.922450614186979,378.56030360783154,411.2950246366092,16.58457143941098,66.72840154231321,3.917586695104175,1
9.380658050788323,265.06121614938957,15156.78983399899,4.271544671064371,333.3344692970964,503.1706154265755,11.286410043484238,99.01600307034775,4.034349047158281,1
7.8101449331968364,187.3150477385611,20418.88992581832,7.214895724180281,325.22888082252274,351.18608085870324,16.800399608404177,68.48548028789389,4.033773709343139,1
9.436637164251444,143.7884118270435,20724.930359306745,7.700100188125377,,469.7613276654225,14.215764667502071,66.07797803536592,4.411117439774963,1
9.406325752898285,216.76215866041707,27948.58944543105,6.156110794077742,355.47303468825606,347.9830782769112,16.340715053314568,32.108292482849905,3.097277957477165,1
6.32125931522299,207.25770955362344,8532.139516959518,5.987876583564684,286.4892804214003,491.7653131949639,10.546886238857326,74.50280799509561,4.5014572038139855,1
,217.36974600866085,17984.327439446446,8.59416288489055,,409.2207764785376,10.213779294934625,18.400012185523245,3.605154198874472,1
4.7053564957747,103.17358697810718,19555.76505156686,6.7672979897863685,,370.1781663846243,9.182833651795818,93.90048587365655,3.437450134017187,1
8.896418988301798,222.25629288902002,8870.902965942287,6.011342433002107,332.0026304057902,425.2268617079815,10.84773684727412,,3.7009457327147453,1
6.581878201548969,272.9827446610101,37169.44440353849,8.11473101538499,416.0834805385996,351.47683939412354,15.1293344878207,79.2610264962444,4.201662864465836,1
6.529304448100373,210.0040334970035,28970.08760585726,4.250150948976286,,422.8175562407171,7.091298157253846,83.69015566689606,3.361088406841675,1
5.152203721876962,207.29925980734382,27000.10687986532,6.691806011874911,,350.0049778577277,12.490509286657584,49.852964558844384,4.689842817950895,1
7.858662778844826,210.95475397154036,26703.853473458294,6.509065394637483,341.3418986714621,374.07284473023,8.811986111503131,72.79979790650012,3.42247052094365,1
7.704410252313842,234.63595110392546,22057.379164921553,8.12440319025818,,397.3996597568738,14.897563160881305,50.92043606069325,3.0313643685904275,1
6.728004385653386,201.12689562562372,22888.788064695444,7.663987986322337,319.46349086183164,325.5375394237454,16.788306066307086,58.96122018291547,4.410697353226663,1
10.464502477260321,190.99484831095265,6700.775053800422,6.879857695471123,,498.93191140361955,14.562161354772456,66.70162142674418,4.956358408285043,1
9.112786250314787,205.94107207996652,20868.627979306973,6.962789991381202,330.9342897660254,422.0394949523859,16.1289756490051,77.79653006969701,4.567087633865015,1
8.07980835815327,174.1610935117429,12677.84149561641,7.295211586223173,333.58254177929126,589.5522114074781,14.852225333660726,39.52938650819361,3.6110574411161216,1
7.078659419377965,232.5818483030484,26177.78950840208,3.9143531837208747,334.1611266826414,380.45991776128415,9.633631143578839,41.95193958551776,3.6966401407241243,1
,139.3311517595722,2912.2112468274267,10.338233980802318,343.31802082745713,532.885196073215,11.078341219067113,42.17282405365111,4.093097748782288,1
8.043889299098865,169.68822486897417,8896.195118425881,7.837861188542399,328.93981708544,430.83682506770674,12.26349197146169,76.33424711952472,3.1599493699500583,1
7.040244978430556,192.95598252411202,20988.429409692693,6.422359010887423,320.94884424973674,381.3573498745669,15.396455073466427,88.29846498119494,3.9934097636858277,1
5.483974108801343,166.16183690283327,21144.975257847105,7.607610852809875,322.73309440942603,306.3559038940273,14.171009544203457,64.13652847683716,4.063613621049694,1
8.534406879569957,248.57748244154726,22372.303266771247,2.9937440607391426,366.1462493572561,341.76019789426,14.69290181303245,78.7089366195172,2.5447337011519235,1
7.26659453474728,176.85369633581055,14859.059660678646,8.261778152453603,327.17225244295366,445.0374559516449,19.92370400091363,87.0661309776802,3.357439470656984,1
6.256651147926919,181.0723072514765,16905.80152440072,11.586151077767035,,481.3070515511981,10.639743418752232,74.55724055984957,4.181050752789532,1
7.240351005742477,201.99719579558885,14462.674308376985,6.7371760497044075,314.04313722531634,534.8009877536372,14.213794455179993,82.94581671041593,3.782971899999771,1
8.692115322047213,144.2363578280657,2552.962803650125,9.202633941435824,347.9751368047353,517.4274708823453,13.96342114247642,42.388661324476296,2.283475159435164,1
8.639540977998708,168.61396655389785,7013.211786707304,8.4516010448867,355.2138965988797,419.7888979568657,17.929394624202757,33.641539497275886,4.192932215458884,1
7.179864148534108,180.85421061094956,10859.55375155814,8.263503442433247,341.3024863096711,358.05626352455874,12.065316925324225,83.32991785643361,3.8784473137633277,1
7.163999222574383,203.78159785067467,34226.072126574334,9.412034556261546,320.25891722842846,415.5775126558978,16.221043742398706,90.18420845027126,3.3543222667273684,1
8.926113143092786,189.98794704947557,15249.620244390508,7.07622168565009,341.52687340850866,361.90162840396465,21.278094527630742,,2.752134121425607,1
6.35311030182946,206.2698099355494,18409.037315470432,3.723776180465787,348.20986313265814,389.68323436473815,13.20542544756654,60.29134211114647,2.856175486931272,1
6.681553567542745,238.51244061504582,26132.21181192403,6.30445910663101,309.23700929091484,326.02622671724384,8.13822749145828,46.08726015972748,2.9567480753018724,1
5.44532598066911,201.37945912207348,28001.11817880314,7.208945954961548,331.58748389562743,365.09158719285347,11.788776569693823,65.94456630272555,3.946989523134861,1
7.539881892843843,185.82597533815368,21575.245220759803,7.442998712138735,333.07963014214306,444.11663259163385,15.830564782291447,49.06797746408835,4.531593669500014,1
,199.91801362570047,15335.511432930905,8.092377054691525,303.3271816401638,399.6054464673591,11.821736280989512,58.22229339817834,4.482459763675931,1
4.370476580258797,188.6540372531146,29542.338165335546,8.117114132677262,301.02218217666064,456.3084538577487,16.34683847675535,46.69694092362607,4.64938203413864,1
10.316400384553162,217.2668424334475,10676.508475429378,3.445514571005745,397.7549459751925,492.20647361771086,12.812732207582542,72.28192021570328,3.4073494284238364,1
6.599593818953803,198.32326081645198,21078.887166441473,6.23423148205243,331.49563679988063,447.9877914293426,12.93630432875392,59.833619304688185,4.702310752770497,1
4.197583589415031,189.47367665563826,31292.127703674854,7.105204272353481,,370.7714128060414,11.986401814687156,50.3228304212554,5.206480177207682,1
7.920794564373236,173.35715056714022,13454.634777245552,6.947895137367302,356.76811934454196,471.36869455432117,16.47783972341182,68.00050835002364,3.3743265226271983,1
6.330732765446402,166.73800899675925,18397.199408096025,8.076426482257103,,436.9917521078011,12.905188648425337,67.64855612214467,3.9400004233930668,1
,181.29612506605463,23433.90177406979,7.729588419260772,,329.740861722908,12.275713323952402,38.75679771996282,5.128346524187511,1
7.76414261000218,186.13243188501775,25926.075642581047,8.011206635842331,,399.13171794893873,22.84652910661083,35.24367838874416,4.105178268056135,1
8.237142633897012,190.05969494125802,20015.39810593454,8.385216673487097,356.0917613374257,377.68209716505174,17.740943635820486,37.71387806029169,4.93910944137509,1
5.6792341150880805,188.18869614919663,35643.18120775992,8.882653709374503,322.1693829985104,256.3025585111134,15.000259839191983,,2.3395727358561844,1
7.417570368300503,193.7718783685728,23207.092841191657,7.472115295676342,,496.1051876371823,15.744352939882049,73.18747547241344,4.671557881112399,1
4.77522195583692,231.99857860738732,13978.172660188484,9.422100574893728,389.21958563818043,526.0676510079783,17.207494384162942,73.94096996938444,3.2230808645202327,1
,200.31523572876205,19947.434474507274,7.378235881075599,337.23146852418967,295.7570531503065,14.03399501280876,29.66814213275831,4.387208418499805,1
,205.12830348496536,17537.98961580656,8.025806109167293,396.09191738280504,318.5366328698039,13.860453410173363,93.71487616150675,2.9997023209082743,1
8.501711439023032,193.90890608507843,21289.179593409233,7.108190294038022,,393.17668125098567,13.643236218867969,61.12507973235428,5.612295662106835,1
7.741245058636744,218.2371864747571,22824.699465157257,8.696478833800825,363.99274771095637,341.60220865225233,15.671563525842828,84.68266023310612,4.304689262186712,1
0.22749905020219874,152.5301111764229,39028.599340290755,3.4624920476792767,283.69378223429663,443.0292321286284,13.201943203829217,62.32271110691731,3.545741437567914,1
6.0172609236891335,206.01439977829966,15157.268786501596,7.582123856166227,307.7044735832638,431.78198749065535,14.22175703606797,53.31997717469853,4.427712282297473,1
7.110845138033223,213.88633690096805,25043.53280335705,6.048437038051848,245.95425295135874,505.73553454097697,16.38314048027098,91.68102605172317,5.712792127184658,1
6.350290472055328,190.38373782069618,14905.393851576406,5.537830156620091,,446.840605056286,13.98356664497345,67.81709623719206,4.265233067313503,1
8.129341720237186,211.12331234907046,22982.927444607063,6.779005476818379,326.39795325728005,367.9887836916985,13.910933188836339,55.795356643677046,4.822043563607494,1
10.252816232929478,218.2797000559973,18158.842119050863,8.657341897259338,349.5295678863063,336.1988371922729,19.4425988167568,82.85827183958872,4.559836218772728,1
5.462355934706153,187.70953274686872,11642.148998545998,8.4396410712474,,534.6639448904972,8.129792646305418,74.60371287284924,4.486180492425556,1
9.239440361060407,212.56907634315343,14829.624212321545,7.172920416881898,324.1289152553997,575.4219683641888,16.581120438382868,66.88527012551617,3.4719711273327922,1
7.071314192217861,213.61962501948653,20038.796416929355,7.602251873891982,290.05721880909675,605.3050414394087,8.713963616341118,58.41345969332727,4.293726559748635,1
7.11589526567209,193.70674452434446,18463.88366234153,4.9243889968068135,319.0569513003889,369.5340340016997,14.841579896963651,54.43749401642613,3.7360205470554306,1
8.238996596889073,199.5945386636891,25046.798640288314,9.288019857195886,350.8359860186515,328.3633982586783,18.743230788080666,54.41696499379492,3.089923748952148,1
6.446252031563202,204.25356307886767,11104.250507939692,7.648612892834538,,418.0412195645082,16.62562737934104,,4.976957857871973,1
6.161779499462049,202.7569725044581,12229.647584088485,11.523597512651355,324.04803479549577,344.3656891332465,14.685926834805741,47.803193695735956,4.003547029108377,1
6.772156537729458,196.90009840651135,13790.296201812738,9.57505287265186,,347.58837474387843,17.705727306416122,68.37981451778118,3.82725596122325,1
7.061845519716819,211.0916870824707,11300.238108793832,8.866359287204885,299.93807105083397,353.5104246491603,16.895753682783038,67.5771086755158,3.958248504440257,1
4.638250258554134,182.41962093934336,34261.98588949726,6.197715941573335,307.45845423970667,439.1177045525735,7.760852569489202,,4.124537824896342,1
7.6789668886832025,205.47991835519747,7472.506480020473,7.181868527775382,,395.23578431177197,7.9181503376644855,76.37830906277955,3.7189815585763064,1
8.137713063107284,178.71663294161257,33786.716309201074,9.10188513655897,,481.0735393354328,12.273180646441858,95.90528790951598,2.743866752405663,1
7.481397771916631,186.07476549927424,13781.780283955726,4.649253929836745,377.3443718640398,323.7728426252204,11.687123837165814,66.2916498377711,4.039976289796705,1
8.082148076453887,185.93241935475612,28407.66102588473,7.605420787733807,381.7618835882825,402.65802223263967,12.830646313172451,86.97972391731665,3.3734845141195007,1
,210.62735850548063,27983.17942203171,5.947212908027238,,436.8440525505291,16.127527143449186,64.56404411046557,4.290393223612015,1
7.70218309918713,192.13753061224048,18126.030963032394,9.154580506611481,364.1912269571671,646.7325987352091,14.376336909241957,90.5275363195179,4.382159162064481,1
6.75076118602011,207.25450536342476,23642.992596628425,7.691012379460733,293.7830398628194,446.6969390598088,6.0003909304893455,30.900815146077882,2.7777262647509398,1
,219.70604813973517,22387.315752754752,7.308500571669125,316.97300307263026,327.2895433835891,12.785265313763432,80.75786638068465,4.64936502812178,1
6.323942072569584,185.99241060624865,23234.788934234868,5.892962668914752,347.23682655314894,401.30489463039453,13.26328178732274,60.47403117761401,3.5750105760990736,1
5.4038836922267075,199.01667409214966,11571.421537186176,6.285433845719699,,377.4307462748564,11.859074319563035,74.0120431141782,3.189942299371127,1
5.699873488404511,159.43560108087217,31977.370136820922,5.249974384483521,,501.7432180670225,8.008011415089925,55.87024536465181,2.416402097988852,1
7.694264581971543,184.83630056639765,22673.0344718994,5.701063334216145,,439.6330268963013,8.857705530972908,64.97557391582566,5.707192759327155,1
8.581428693706043,186.60162110778467,20590.71211413799,3.924182928425397,366.1318999181253,384.30569829458165,9.999397816120336,66.69397283949574,3.3884482219420073,1
9.888941401311577,220.63882299221908,19892.38891391681,7.986456361636122,326.0765602807416,460.8124248503234,14.929172151503508,59.60280779405531,3.7501635103444078,1
3.4264503676355647,154.71172445985175,21839.69595639051,4.965722327957003,,437.3771805962571,14.689350595981807,56.49007684901041,5.978053939752291,1
8.370440489338627,231.44255333831302,15063.814968339631,12.279374176513643,,422.2938192522455,15.027087583819991,67.50300434801802,3.2106354104822326,1
,204.852186950213,13286.156575345676,9.09384342143146,332.84554447775605,365.6875203930603,8.589895534507548,76.3063756515083,4.26852451986332,1
8.390500571895505,215.29551801590392,27032.14226185955,6.553957721862112,282.8594530240477,443.44559028593557,12.84161099733484,46.36821940731078,4.150359337290418,1
7.581944679656733,193.2864626334158,21675.682866428633,9.821498519744832,381.9307439745554,414.81098538973544,16.109169169906238,92.60908363758074,4.833345773568087,1
9.850054687400437,208.74023200475307,35289.2371102066,8.350110051861993,337.2097419137133,462.48019891044623,10.105145943904347,50.88600603490619,4.5218361268659555,1
5.225683806899056,185.05044395099085,16276.398604470483,6.617097554173202,,394.634867724289,7.817811637117302,89.05258819146948,3.6957469824917286,1
9.663653196397622,233.48726795623753,13213.578253600463,10.149936905895792,293.07465745452157,326.77780298075004,10.43961936687407,62.455373067733596,4.741944304660503,1
,158.7629591628545,26210.116012222665,4.088762946636395,,354.8470532822727,16.00671093326133,85.33805330104508,5.010163393323611,1
7.935607325113079,207.0168520738294,19657.84331499779,8.604504846292835,312.34360712597277,358.8490033061344,21.22812723710723,63.77183268904524,3.61965073748165,1
8.928142080209764,197.64853023005696,27884.434251689578,8.968576039440352,,317.5326799498512,21.49786644469549,73.01113196656038,4.111101546196108,1
6.920342898512878,207.82136307848964,16689.79960375622,10.031146372241002,286.41386159175903,481.95587713104203,9.771895939622482,78.29502213613884,3.2662134754089074,1
10.53809844277246,200.13982871773052,13867.244195734918,7.365015093298825,409.4467298474219,340.8088227507881,17.073123080434357,72.73063947852148,3.823092676110029,1
5.72930291193782,162.85758508798966,34573.678785724354,5.6548563609759555,415.28707217243715,297.6313652164491,13.990842219488343,76.74467671800038,3.5563948119631066,1
5.33568880893353,178.64011866627362,37993.182754531095,9.772521848077082,343.25835928715264,465.07279582402913,14.834256983868954,65.32653148577674,3.9219763810567607,1
,177.17402078695184,38977.33079809635,5.4771613075826755,402.49939282930575,484.17295329829204,12.300106807983639,61.56947695408594,3.2615917307845526,1
6.769834880813582,177.17325799319417,34596.001871740686,2.8660730298495407,369.5329964853245,389.51628608691357,17.268073630973504,64.86860787758292,3.655789569066617,1
6.848329601322462,195.45148242169228,15908.642086031294,6.241348598048285,319.26472220015205,404.2048591920263,18.93733758411463,75.39279510352954,3.7322020177545054,1
,231.15982406732792,12856.728623409941,6.977018582904689,344.44773731524475,392.51690179297003,13.217222686954642,80.95645791823173,3.3082941798432275,1
,205.08878887104487,27064.41840881681,7.398378635841076,304.9264750684554,409.501841738755,18.521791547503653,61.48610514453484,4.599572634095484,1
,155.864381695285,28224.774178494292,8.366722754847865,392.582582266922,421.343736166148,18.778696100794548,52.640593959329365,4.930189986333271,1
8.589202343654149,233.72797460195045,7263.056749130122,6.953307779687905,268.97135529751745,258.88020903971534,8.986363424137608,41.93043890143848,4.041445670962364,1
8.473649322846748,182.99719873110212,36412.488259683865,6.144665655290555,,414.3080549418767,14.255356261876557,56.73518664400297,3.4878163065453514,1
7.591346093540146,199.2553218244227,25383.765183442534,7.924616265268947,318.6104784917454,416.4456174773966,20.11882693183793,48.27120968228571,4.515150113779176,1
8.137767883092494,203.8618673386868,24172.70331260775,6.844017626422233,305.83257968719704,470.83626451802894,19.232961414138344,30.708421300394182,5.003825786209145,1
5.352565979714757,150.49521432008484,27795.732040940966,5.464057647765709,445.9383911976929,422.4225086996837,16.144510444073376,78.37484518269918,4.7791870088188695,1
7.998090253941313,241.0002765118872,9609.740604778377,9.842346073332996,229.57556091890592,428.8823659071389,14.990566983235226,39.842379091535236,2.626546783770298,1
11.89807802974039,228.1326731898399,8296.550611117107,9.899636695088747,346.6497504059977,500.1692103256438,15.486862374734358,63.529460122034095,3.024968486584322,1
7.442536475327727,180.85909058042748,18223.027079632317,8.577249576739348,405.32001567447753,564.7934853202896,14.768336556220618,57.75755359567784,2.191138421703526,1
5.1408005276963324,209.3585611702615,21407.614287150733,4.415975931396427,230.55585580745378,378.8971896117619,2.1999999999999886,86.73722285990391,4.19225744935354,1
,242.41342924802115,9783.368727453491,6.400151955741599,211.85159230220142,351.9973602254736,10.407257493252871,69.90949068136919,4.626701022502608,1
6.947915533873985,219.5943849063765,10337.541702863726,10.414781002259968,,453.1519380703697,14.213798854799677,61.150299294519726,3.685079273135882,1
9.62210598702481,182.90972778877608,30307.217674994205,5.657004242761536,422.44568076530226,573.3304971144634,17.69971822487213,45.90678242024327,3.975571849056162,1
5.3612116660984634,171.3155430385799,24709.72885813722,4.184890691838287,366.81497891911323,490.65874698927604,15.12267224612117,33.11961259894035,1.81252893956422,1
4.909518983025118,186.19070317130723,13652.602029885013,9.318247597478518,,460.56672194405206,12.159456909040728,89.8302092930403,3.7855066443800336,1
6.376408434486552,182.1210381950736,33046.727605817854,5.35153318891046,362.35214343376356,350.23632637500947,7.5925157501404215,66.22567377981284,5.404045772186098,1
7.374671357791283,195.10229858610904,17404.17706105066,7.509305856927908,,327.4597604610721,16.140367626166324,78.69844632549504,2.309149056634923,1
